"Id","SalePrice"
1461,111658.015185501
1462,148725.61830148
1463,161608.174991114
1464,176393.475334139
1465,263632.106385024
1466,178874.692455144
1467,156105.876521209
1468,169630.942396496
1469,179599.762445804
1470,109151.991493022
1471,185419.138492472
1472,100123.432583833
1473,89230.2375286599
1474,152570.661612367
1475,124231.750898618
1476,391065.292201942
1477,277317.052637253
1478,300810.938561847
1479,290842.118512539
1480,408677.068629473
1481,311664.881802548
1482,254675.045657801
1483,168897.155265011
1484,173278.079527128
1485,187331.304315397
1486,204797.126794634
1487,337112.455108888
1488,243340.700311673
1489,194820.892918817
1490,190982.138697876
1491,204186.025305531
1492,120402.730882341
1493,173426.886147758
1494,330982.38928052
1495,324949.62608435
1496,207956.748265318
1497,217297.800956163
1498,193945.16922905
1499,193945.16922905
1500,179695.033363105
1501,193122.796606195
1502,188107.011297272
1503,234729.4173623
1504,241472.805306132
1505,208151.353529711
1506,186700.002752292
1507,219101.779273661
1508,189716.384350377
1509,177748.160590232
1510,142181.535372854
1511,141062.555102596
1512,155706.60124814
1513,184600.783259629
1514,137959.232200789
1515,208100.051295837
1516,173946.145034134
1517,138946.703765751
1518,160279.824961366
1519,192376.276694508
1520,123674.890261744
1521,126739.923175928
1522,175113.77662049
1523,117111.662339307
1524,119831.43628999
1525,115355.515208961
1526,116133.936266531
1527,114163.077051131
1528,143617.230111174
1529,139408.410355259
1530,166113.283142331
1531,116567.904446007
1532,74217.4146959903
1533,122566.461569078
1534,119720.840490761
1535,122304.059994776
1536,103427.349348693
1537,49506.2840420936
1538,173175.219990991
1539,221505.121870268
1540,138437.151945551
1541,144552.15669463
1542,141059.372634835
1543,195247.53926655
1544,83850.1246542218
1545,133708.324153201
1546,150998.686361857
1547,133323.813375229
1548,147525.297925076
1549,127407.497805066
1550,151538.55058975
1551,110817.649644799
1552,136485.437723963
1553,126703.467625071
1554,123272.386565926
1555,180611.468720206
1556,158669.72515994
1557,100515.462237527
1558,108159.124573007
1559,108927.800138391
1560,143357.870856595
1561,129037.034915175
1562,113960.532632817
1563,112598.295782069
1564,151538.493654402
1565,154798.131832978
1566,223576.308937048
1567,105519.048376364
1568,225677.032670094
1569,103070.060017143
1570,124997.704324971
1571,115228.189290868
1572,113763.950057111
1573,182416.685173776
1574,134070.693863852
1575,193190.827867349
1576,223494.936218836
1577,192729.920143626
1578,171647.011976693
1579,142097.316977088
1580,209469.990271402
1581,137014.417719056
1582,137767.349844352
1583,259688.576337681
1584,235348.473045607
1585,158532.744677438
1586,55878.2834019361
1587,105006.713159443
1588,114931.581643466
1589,109409.176352902
1590,126068.03327913
1591,73271.6098204496
1592,110499.087496531
1593,119270.769637197
1594,146194.708269576
1595,114323.396474473
1596,231946.028626216
1597,210134.149583596
1598,216595.375123024
1599,158187.718108124
1600,165825.974735534
1601,26607.7094433967
1602,118199.338652964
1603,78177.7445407404
1604,238431.098910269
1605,247626.556201155
1606,164621.682835535
1607,201742.637018424
1608,228024.231456601
1609,207425.579753271
